datebirth,age,gender,maritalstatus,education,educationfield,department,jobrole,joblevel,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,numcompaniesworked,trainingtimeslastyear,performancerating,percentsalaryhike,monthlyincome,monthlyrate,salary,standardhours,overtime,remotework,distancefromhome,businesstravel,attrition,environmentsatisfaction,jobinvolvement,jobsatisfaction,relationshipsatisfaction,worklifebalance
1971,52,M,Married,3,Unknown,Other, Manufacturing Director ,3,23,5,0,4,2,4,3,14,14512.901999999998,21682.23,100071.84,Part Time,Unknown,No,32,travel_rarely,No,4,2,3,3,3
1981,42,F,Unknown,2,Unknown,Other, Research Scientist ,2,19,5,0,2,2,3,3,11,3796.67,9871.33,45560.0,Part Time,No,No,12,travel_frequently,No,1,3,3,2,3
1993,30,F,Unknown,3,Life Sciences,Other, Manufacturing Director ,2,11,5,0,2,2,2,4,20,4492.84,11681.39,53914.11,Full Time,No,Yes,2,travel_rarely,No,3,1,4,3,3
1988,35,M,Single,3,Life Sciences,Other, Laboratory Technician ,1,6,5,4,3,0,2,3,15,3525.0,9165.0,42300.0,Full Time,No,No,22,travel_rarely,No,4,1,3,3,3
1992,31,M,Divorced,3,Unknown,Other, Manager ,3,10,5,0,1,9,3,4,21,5705.302,21682.23,100071.84,Part Time,Unknown,Yes,7,travel_rarely,No,3,2,4,3,2
1988,35,F,Single,3,Unknown, Sales , Sales Executive ,2,5,5,0,3,1,3,3,16,4275.654,10527.83,48590.0,Part Time,Unknown,Yes,1,travel_rarely,No,1,3,3,4,3
1998,25,M,Unknown,1,Unknown,Other, Sales Representative ,1,7,7,0,6,1,1,3,11,2342.59,6090.75,28111.13,Full Time,Unknown,Yes,13,non-travel,No,2,3,3,3,3
1991,32,F,Married,4,Unknown,Other, Research Scientist ,2,6,6,0,5,1,2,3,12,3778.752,13697.67,63220.0,Full Time,Unknown,No,9,travel_rarely,No,1,3,4,4,3
1976,47,F,Unknown,2,Life Sciences,Other, Sales Executive ,2,8,5,1,3,4,2,3,12,4492.84,11681.39,53914.11,Part Time,Yes,No,27,non-travel,Yes,2,4,3,4,3
1993,30,M,Divorced,4,Life Sciences,Other, Research Scientist ,1,10,5,0,3,9,3,3,12,5143.136,6090.75,28111.13,Part Time,No,Yes,5,travel_frequently,No,2,2,4,2,2
1978,45,M,Divorced,3,Marketing,Other, Sales Executive ,3,18,5,0,2,4,2,3,12,8967.5,23315.5,107610.0,Full Time,Yes,No,9,non-travel,No,4,3,1,3,3
1987,36,M,Unknown,3,Life Sciences,Other, Human Resources ,1,6,5,0,3,0,3,4,21,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,8,travel_rarely,No,1,2,1,3,3
1992,31,M,Unknown,4,Unknown,Other, Research Scientist ,1,11,6,0,2,3,2,3,19,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,11,non-travel,No,4,3,4,2,3
1986,37,F,Married,2,Medical,Other, Sales Representative ,1,12,5,0,0,5,3,3,15,3567.368,6441.5,29730.0,Full Time,Unknown,No,21,travel_frequently,No,3,3,4,2,3
1984,39,F,Unknown,3,Life Sciences,Other, Human Resources ,2,13,5,0,4,8,2,3,11,4336.67,11275.33,52040.0,Part Time,No,No,2,travel_rarely,No,4,2,4,3,3
1981,42,F,Unknown,2,Unknown,Other, Sales Executive ,2,8,5,0,3,7,6,3,17,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,14,non-travel,No,3,2,3,1,3
1993,30,M,Unknown,2,Unknown,Other, Sales Executive ,3,11,8,7,7,5,2,3,11,8339.32,21682.23,100071.84,Part Time,No,No,8,travel_rarely,No,3,3,3,1,4
1973,50,M,Divorced,2,Medical,Other, Research Director ,4,32,5,1,3,9,1,3,22,14499.17,37697.83,173990.0,Full Time,No,Yes,1,non-travel,No,4,3,4,3,2
1964,59,M,Unknown,2,Unknown, Sales , Manager ,3,14,6,0,4,3,1,3,14,8339.32,21682.23,53914.11,Full Time,Yes,Yes,1,travel_rarely,No,2,3,4,3,1
1969,54,F,Married,4,Life Sciences,Other, Sales Executive ,3,13,9,7,0,6,4,3,11,8339.32,21682.23,100071.84,Part Time,No,Yes,2,non-travel,No,3,2,3,2,3
1967,56,F,Married,3,Medical,Other, Research Scientist ,1,18,5,0,3,2,4,3,19,7533.302000000001,6090.75,28111.13,Part Time,No,No,9,non-travel,No,1,3,3,2,3
1975,48,M,Single,4,Unknown,Other, Manager ,4,19,5,2,1,2,3,3,22,4648.9,36584.17,168850.0,Full Time,No,Yes,1,non-travel,No,1,4,4,3,2
1984,39,M,Single,3,Life Sciences, Research & Development , Laboratory Technician ,2,9,5,0,3,9,2,3,15,4492.84,11681.39,53914.11,Part Time,No,No,9,non-travel,No,3,3,2,3,2
1988,35,M,Unknown,4,Technical Degree,Other, Human Resources ,1,6,5,1,4,1,2,3,17,2449.204,9366.5,43230.0,Full Time,No,Yes,8,travel_rarely,No,3,3,3,2,1
1981,42,M,Single,4,Marketing, Sales , Sales Executive ,2,10,6,1,5,7,3,3,13,4295.83,11169.17,51550.0,Full Time,No,No,4,travel_rarely,No,2,3,1,4,3
1979,44,M,Single,4,Unknown,Other, Research Scientist ,1,6,6,0,2,1,4,3,11,2443.202,6361.33,29360.0,Full Time,Yes,No,10,non-travel,Yes,3,3,3,3,3
1994,29,F,Married,1,Unknown,Other, Research Scientist ,1,6,5,1,3,0,2,3,18,3779.622,6090.75,28111.13,Part Time,Yes,No,15,travel_rarely,No,2,1,4,1,2
1990,33,M,Unknown,3,Human Resources,Other, Human Resources ,1,5,5,1,4,1,2,3,13,2342.59,6090.75,53914.11,Full Time,No,Yes,2,non-travel,No,2,3,3,4,3
1969,54,F,Unknown,4,Unknown,Other, Manufacturing Director ,3,33,5,1,4,7,2,3,17,8339.32,21682.23,100071.84,Part Time,No,No,1,travel_frequently,No,4,3,3,1,1
1977,46,F,Married,2,Unknown, Sales , Manager ,5,16,11,0,8,2,2,3,14,15657.5,40709.5,187890.0,Full Time,Unknown,Yes,4,non-travel,No,4,2,2,3,3
1993,30,F,Single,2,Medical,Other, Manufacturing Director ,2,10,8,1,7,7,3,3,18,4492.84,11681.39,53914.11,Part Time,Yes,Yes,9,non-travel,No,3,3,3,3,3
1991,32,M,Unknown,2,Life Sciences,Other, Laboratory Technician ,2,10,10,1,1,1,3,3,18,4069.17,10579.83,48830.0,Part Time,Unknown,Yes,7,travel_rarely,Yes,4,3,3,1,3
1983,40,M,Single,4,Unknown,Other, Sales Executive ,3,9,5,1,0,2,2,3,12,3525.222,21682.23,100071.84,Part Time,Yes,Yes,25,non-travel,Yes,4,2,2,3,3
1989,34,F,Divorced,1,Unknown,Other, Research Scientist ,1,5,5,0,0,1,2,4,20,4592.036,4396.17,20290.0,Part Time,No,Yes,26,non-travel,No,1,2,3,3,3
1984,39,M,Married,4,Unknown, Sales , Sales Executive ,2,8,5,1,4,3,2,3,12,4207.722,11681.39,53914.11,Part Time,Unknown,No,21,travel_rarely,No,1,2,4,4,4
1986,37,M,Married,1,Unknown,Other, Research Scientist ,1,8,6,1,3,7,2,3,15,2496.67,6491.33,29960.0,Full Time,Yes,No,4,non-travel,No,3,3,3,4,3
1990,33,M,Married,1,Life Sciences, Sales , Sales Executive ,2,8,5,1,2,6,2,3,13,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,41,non-travel,No,4,3,4,1,4
1984,39,M,Unknown,2,Unknown, Research & Development , Healthcare Representative ,3,13,6,0,5,3,2,4,21,8339.32,21682.23,100071.84,Part Time,No,No,25,non-travel,No,3,3,3,2,3
1971,52,F,Married,4,Other,Other, Laboratory Technician ,1,12,5,0,4,9,2,3,13,3612.902000000001,6090.75,28111.13,Part Time,No,Yes,8,travel_rarely,No,3,3,1,3,1
1987,36,F,Single,4,Unknown,Other, Sales Executive ,2,15,5,0,1,3,3,3,16,7731.67,20102.33,92780.0,Full Time,Yes,Yes,3,non-travel,No,1,3,2,4,3
1987,36,M,Single,4,Life Sciences,Other, Laboratory Technician ,2,10,10,1,8,1,2,3,16,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,47,non-travel,No,4,2,4,3,2
1999,24,F,Married,1,Unknown,Other, Sales Executive ,2,5,5,0,3,1,3,3,12,3468.33,9017.67,53914.11,Full Time,Yes,Yes,4,travel_rarely,No,4,3,3,3,3
1989,34,F,Unknown,3,Life Sciences,Other, Laboratory Technician ,1,7,5,0,2,5,2,3,17,3376.222,6090.75,28111.13,Part Time,No,No,1,travel_rarely,No,4,2,2,1,2
1995,28,M,Single,3,Unknown, Sales , Sales Executive ,2,6,5,1,3,0,4,3,18,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,5,non-travel,No,4,3,1,4,3
1990,33,F,Unknown,4,Medical, Research & Development , Laboratory Technician ,1,8,5,0,2,8,5,3,11,2342.59,6090.75,28111.13,Part Time,No,Yes,4,travel_rarely,No,1,2,2,4,3
1976,47,F,Married,3,Medical,Other, Sales Executive ,2,18,5,1,2,3,4,3,17,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,14,travel_rarely,No,3,3,3,3,2
1983,40,M,Single,4,Life Sciences,Other, Laboratory Technician ,1,15,5,1,0,3,3,3,14,2342.59,6090.75,28111.13,Part Time,Unknown,No,9,non-travel,Yes,4,3,1,2,1
1978,45,M,Married,3,Technical Degree,Other, Research Scientist ,1,11,5,0,3,4,3,4,20,2342.59,6090.75,28111.13,Part Time,No,Yes,49,travel_rarely,No,4,3,4,4,3
1983,40,M,Unknown,2,Unknown,Other, Sales Executive ,2,9,8,7,1,0,5,3,12,4062.036,11681.39,53914.11,Part Time,Unknown,Yes,9,travel_rarely,No,1,3,1,4,4
1994,29,M,Unknown,1,Life Sciences,Other, Healthcare Representative ,2,6,6,1,3,1,0,3,19,7377.5,19181.5,88530.0,Full Time,Unknown,Yes,2,non-travel,No,1,3,4,4,4
1983,40,F,Married,2,Life Sciences,Other, Sales Executive ,2,5,5,1,2,1,2,3,15,4492.84,11681.39,53914.11,Part Time,No,Yes,14,non-travel,No,4,3,1,3,3
1980,43,M,Divorced,3,Unknown,Other, Laboratory Technician ,1,9,6,0,2,5,0,3,12,3959.154,10564.67,48760.0,Full Time,Unknown,No,27,non-travel,No,4,4,2,3,3
1993,30,M,Unknown,3,Unknown,Other, Research Scientist ,1,6,6,1,1,1,3,3,12,3078.172,4638.83,21410.0,Part Time,No,Yes,7,non-travel,No,2,2,2,2,2
1985,38,F,Unknown,2,Unknown, Research & Development , Manufacturing Director ,3,10,5,0,2,3,6,3,19,6463.33,16804.67,53914.11,Full Time,Unknown,Yes,2,non-travel,No,4,2,3,4,4
1986,37,F,Married,3,Unknown, Research & Development , Research Scientist ,1,8,8,7,7,1,2,3,11,4266.752,8528.0,39360.0,Full Time,Unknown,No,10,travel_rarely,No,2,3,2,1,1
1984,39,M,Unknown,3,Medical,Other, Manufacturing Director ,2,10,5,1,0,4,3,4,21,4492.84,11681.39,53914.11,Part Time,No,Yes,12,travel_rarely,No,4,3,2,3,3
1987,36,M,Divorced,2,Life Sciences, Research & Development , Healthcare Representative ,2,13,5,0,4,6,3,4,20,2611.572,14824.33,68420.0,Full Time,No,Yes,11,travel_rarely,No,1,4,1,1,3
2000,23,M,Single,1,Medical,Other, Laboratory Technician ,1,5,5,1,2,1,2,3,11,3324.17,8642.83,39890.0,Full Time,Unknown,Yes,8,travel_rarely,Yes,4,2,3,1,3
1988,35,M,Unknown,4,Unknown,Other, Research Scientist ,1,6,5,1,4,0,2,3,14,2740.204,10681.67,49300.0,Full Time,Yes,Yes,2,non-travel,No,1,2,4,3,4
1992,31,F,Single,1,Technical Degree,Other, Manufacturing Director ,2,9,5,1,4,2,3,4,20,4296.184,11681.39,53914.11,Part Time,Unknown,Yes,24,travel_frequently,No,4,3,4,4,2
1985,38,F,Married,2,Other, Research & Development , Laboratory Technician ,1,5,5,0,4,1,3,3,11,3085.0,8021.0,53914.11,Full Time,No,Yes,6,travel_rarely,No,4,2,3,2,3
1988,35,M,Married,4,Medical,Other, Laboratory Technician ,1,6,5,0,3,0,2,3,16,2254.17,5860.83,27050.0,Part Time,Unknown,Yes,23,non-travel,No,2,1,3,2,4
1983,40,F,Unknown,3,Unknown,Other, Healthcare Representative ,2,15,7,7,7,2,3,3,12,3706.67,9637.33,44480.0,Part Time,Unknown,Yes,12,non-travel,No,2,3,1,2,3
1996,27,F,Single,2,Unknown, Research & Development , Laboratory Technician ,1,6,5,0,2,0,3,3,14,2232.072,5154.5,23790.0,Part Time,Yes,Yes,48,travel_frequently,No,4,3,4,3,2
1982,41,F,Unknown,3,Unknown,Other, Sales Executive ,2,14,5,1,4,5,3,4,21,4492.84,11681.39,53914.11,Full Time,No,Yes,8,non-travel,No,3,3,2,3,3
1990,33,M,Single,4,Marketing,Other, Sales Executive ,2,10,10,0,9,1,2,3,14,4630.638000000001,11888.5,54870.0,Full Time,No,No,15,travel_rarely,No,2,3,3,2,2
1974,49,M,Married,1,Life Sciences,Other, Research Director ,5,28,5,4,3,3,3,3,15,15943.72,41453.67,53914.11,Full Time,No,No,2,non-travel,No,2,3,4,4,3
1987,36,M,Unknown,4,Unknown,Other, Laboratory Technician ,1,5,5,0,2,1,3,4,22,3213.272,6088.33,28100.0,Part Time,No,Yes,9,non-travel,No,1,4,2,2,3
1982,41,M,Divorced,3,Life Sciences,Other, Sales Executive ,2,14,5,0,4,2,5,3,11,7448.33,19365.67,89380.0,Full Time,Unknown,No,3,non-travel,No,3,2,2,3,3
1994,29,F,Single,4,Medical,Other, Research Scientist ,1,5,5,0,4,1,3,3,14,2342.59,6090.75,28111.13,Part Time,No,Yes,41,non-travel,No,4,2,1,2,1
1992,31,M,Unknown,3,Medical,Other, Manufacturing Director ,2,10,9,1,7,0,2,3,19,8280.0,21528.0,99360.0,Full Time,No,Yes,5,non-travel,No,2,3,1,2,3
1987,36,M,Single,4,Life Sciences,Other, Sales Representative ,1,11,5,0,3,7,4,4,23,2342.59,6090.75,28111.13,Part Time,No,No,9,travel_rarely,Yes,3,2,1,2,3
1980,43,F,Unknown,2,Medical,Other, Research Scientist ,1,6,5,1,4,1,3,3,12,2483.37,6090.75,28111.13,Part Time,No,No,2,travel_rarely,No,4,4,3,4,2
1990,33,F,Married,3,Life Sciences,Other, Sales Executive ,2,7,5,1,3,2,3,3,19,4492.84,11681.39,53914.11,Part Time,No,No,18,travel_frequently,No,1,4,1,1,3
1979,44,F,Unknown,5,Marketing, Sales , Sales Executive ,2,9,4,1,3,5,2,4,21,4062.79,11817.0,54540.0,Full Time,Unknown,No,1,non-travel,No,2,3,1,3,2
1985,38,F,Single,5,Life Sciences,Other, Laboratory Technician ,2,10,10,9,9,1,2,3,11,6597.933999999999,11681.39,53914.11,Part Time,No,Yes,29,non-travel,No,4,3,4,4,3
1973,50,F,Divorced,2,Medical,Other, Research Director ,5,29,27,13,8,5,2,3,12,15616.67,40603.33,53914.11,Full Time,Unknown,No,7,non-travel,No,2,2,3,4,2
1964,59,F,Single,1,Unknown,Other, Sales Executive ,2,20,4,1,3,7,2,3,11,4560.83,11858.17,54730.0,Full Time,No,No,1,travel_frequently,No,1,2,3,4,2
1983,40,M,Married,4,Life Sciences,Other, Healthcare Representative ,4,22,22,11,11,1,3,4,22,11252.5,29256.5,135030.0,Full Time,No,No,1,travel_frequently,No,3,2,2,4,2
1969,54,F,Unknown,4,Technical Degree,Other, Research Director ,3,16,4,0,3,9,5,3,12,11290.83,29356.17,135490.0,Full Time,No,No,2,travel_rarely,No,1,3,3,1,1
1973,50,F,Unknown,3,Unknown,Other, Research Director ,5,28,8,0,7,3,1,3,19,15375.85,39372.67,181720.0,Full Time,Yes,Yes,47,non-travel,No,1,3,2,1,2
1969,54,F,Single,3,Unknown,Other, Manager ,4,22,5,4,4,2,3,3,12,14512.901999999998,33238.2,153407.07,Full Time,Unknown,Yes,26,non-travel,No,4,4,4,3,3
1999,24,M,Married,1,Life Sciences,Other, Laboratory Technician ,1,5,5,1,2,0,2,3,12,2311.67,6010.33,27740.0,Part Time,No,Yes,18,non-travel,No,2,3,3,3,3
1986,37,M,Unknown,3,Life Sciences,Other, Sales Executive ,3,7,5,1,3,2,3,3,12,8339.32,21682.23,100071.84,Part Time,No,Yes,3,travel_rarely,No,3,3,4,1,3
1993,30,M,Single,1,Unknown,Other, Laboratory Technician ,1,6,5,1,2,0,3,3,13,3655.104,6090.75,28111.13,Part Time,No,Yes,2,travel_rarely,No,2,2,4,4,3
1989,34,F,Unknown,4,Unknown,Other, Sales Representative ,1,8,4,1,2,6,3,3,18,2342.59,6090.75,28111.13,Part Time,No,No,10,travel_frequently,No,1,3,3,4,3
1966,57,M,Divorced,2,Unknown, Research & Development , Healthcare Representative ,3,12,5,1,4,3,2,3,16,7865.83,20451.17,94390.0,Part Time,Unknown,Yes,24,travel_rarely,No,3,4,4,2,1
1985,38,F,Single,4,Life Sciences,Other, Sales Executive ,2,12,8,0,7,4,2,3,22,4492.84,11681.39,53914.11,Full Time,Unknown,No,1,travel_rarely,No,1,2,4,3,4
1982,41,F,Unknown,2,Marketing,Other, Sales Representative ,1,4,4,0,2,1,5,4,22,2342.59,6090.75,28111.13,Part Time,Yes,Yes,20,travel_rarely,Yes,2,3,2,4,2
1981,42,F,Divorced,2,Unknown,Other, Manufacturing Director ,2,11,5,0,2,2,5,3,16,4387.5,11407.5,52650.0,Part Time,Unknown,No,21,non-travel,No,3,3,3,2,3
1989,34,M,Divorced,4,Unknown,Other, Research Scientist ,1,5,5,2,0,1,4,3,17,3179.17,8265.83,38150.0,Full Time,Yes,Yes,10,non-travel,No,4,3,3,4,4
1993,30,F,Unknown,4,Unknown,Other, Sales Executive ,2,9,6,0,1,5,5,3,15,4032.3020000000006,11681.39,53914.11,Part Time,Unknown,Yes,26,non-travel,Yes,3,2,1,3,2
1994,29,M,Single,1,Medical,Other, Research Scientist ,1,4,4,0,1,1,3,3,13,1990.83,5176.17,23890.0,Part Time,Unknown,Yes,13,travel_rarely,Yes,1,2,4,3,3
1991,32,F,Married,2,Unknown,Other, Sales Representative ,1,8,4,1,2,2,5,3,11,3202.69,6090.75,28111.13,Part Time,No,No,4,non-travel,No,3,3,2,1,3
1998,25,M,Unknown,2,Life Sciences,Other, Healthcare Representative ,2,6,6,1,5,1,2,3,12,3333.33,8666.67,53914.11,Full Time,No,Yes,5,non-travel,No,2,4,1,4,3
1970,53,M,Married,4,Unknown,Other, Research Director ,4,21,5,1,3,3,5,3,16,14653.33,38098.67,175840.0,Full Time,Yes,Yes,3,non-travel,No,3,3,3,4,2
1997,26,M,Married,2,Medical, Research & Development , Healthcare Representative ,2,5,5,3,3,1,3,3,13,3911.3020000000006,11681.39,53914.11,Part Time,Unknown,Yes,11,non-travel,No,1,3,1,3,3
1995,28,F,Unknown,2,Unknown,Other, Research Scientist ,1,5,5,0,2,1,3,4,21,2342.59,6090.75,53914.11,Full Time,No,Yes,8,non-travel,No,4,3,4,4,3
1995,28,M,Single,2,Medical,Other, Healthcare Representative ,2,9,8,0,7,0,2,3,19,4717.5,12265.5,53914.11,Full Time,Unknown,Yes,16,travel_rarely,No,2,4,1,3,3
1965,58,M,Divorced,4,Life Sciences, Research & Development , Healthcare Representative ,2,15,5,1,2,2,2,3,13,4492.84,11681.39,53914.11,Part Time,Yes,Yes,1,non-travel,No,4,1,3,4,3
1996,27,F,Single,3,Unknown,Other, Research Scientist ,1,4,4,1,2,1,2,3,12,2176.834,6090.75,28111.13,Part Time,Unknown,Yes,5,travel_rarely,No,3,3,2,2,3
1969,54,F,Unknown,4,Life Sciences,Other, Research Scientist ,2,20,4,0,3,3,4,3,12,4057.5,10549.5,48690.0,Full Time,Unknown,No,20,travel_frequently,No,4,3,3,4,2
1983,40,M,Married,2,Unknown,Other, Sales Executive ,2,11,4,0,2,2,2,4,22,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,45,travel_rarely,No,4,1,4,3,2
1994,29,M,Unknown,3,Life Sciences,Other, Sales Executive ,2,4,4,0,2,1,3,3,14,3874.17,10072.83,46490.0,Part Time,Unknown,Yes,2,non-travel,No,4,3,3,1,2
1973,50,M,Unknown,3,Unknown,Other, Healthcare Representative ,3,20,4,1,3,6,2,3,15,8746.67,22741.33,104960.0,Full Time,No,No,10,travel_rarely,No,4,2,4,4,3
1999,24,F,Single,1,Technical Degree,Other, Sales Representative ,1,6,5,1,4,1,4,3,16,2342.59,6090.75,28111.13,Part Time,Yes,Yes,1,travel_rarely,Yes,1,3,2,2,3
1993,30,M,Married,3,Unknown, Research & Development , Laboratory Technician ,1,9,5,1,4,4,3,3,15,4158.95,6090.75,28111.13,Part Time,Unknown,No,37,non-travel,No,3,3,4,3,1
1989,34,M,Unknown,4,Unknown,Other, Research Scientist ,1,14,7,5,7,3,3,3,12,4545.861999999999,5997.33,27680.0,Part Time,Unknown,Yes,2,non-travel,No,4,2,3,3,3
1990,33,M,Divorced,1,Unknown,Other, Laboratory Technician ,1,8,4,1,3,7,2,3,13,2840.0,7384.0,34080.0,Full Time,No,No,10,travel_rarely,Yes,1,1,4,1,3
1987,36,M,Single,4,Medical,Other, Sales Executive ,3,10,10,9,7,1,3,3,14,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,30,non-travel,No,2,3,4,4,2
1982,41,M,Single,2,Unknown, Sales , Sales Executive ,2,17,14,1,10,7,3,3,14,7074.894,11681.39,53914.11,Part Time,No,Yes,10,non-travel,No,4,3,4,4,3
1984,39,F,Married,1,Unknown,Other, Laboratory Technician ,1,8,8,0,7,1,3,3,11,3467.068,8135.83,37550.0,Full Time,No,Yes,8,travel_frequently,No,3,3,3,1,3
1997,26,M,Married,2,Marketing,Other, Sales Executive ,2,5,5,1,4,1,5,4,20,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,28,travel_rarely,No,1,3,2,4,4
1999,24,F,Unknown,3,Unknown, Research & Development , Laboratory Technician ,1,6,6,1,2,1,4,3,16,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,7,travel_frequently,Yes,1,3,3,4,3
1996,27,F,Divorced,4,Unknown, Research & Development , Research Scientist ,1,6,5,0,3,0,5,3,12,2589.388,4738.5,21870.0,Part Time,No,Yes,6,non-travel,No,1,2,3,3,2
1996,27,M,Divorced,1,Marketing,Other, Sales Representative ,1,5,4,0,2,0,3,3,11,2342.59,6090.75,28111.13,Part Time,No,Yes,2,travel_rarely,Yes,3,3,1,2,3
1973,50,M,Married,2,Technical Degree, Sales , Sales Executive ,2,18,4,1,3,3,4,3,14,8462.234,11681.39,53914.11,Part Time,Unknown,No,8,non-travel,Yes,2,3,3,1,3
2000,23,M,Unknown,1,Unknown,Other, Laboratory Technician ,1,5,4,0,2,1,2,3,14,2342.59,6090.75,28111.13,Part Time,No,Yes,49,travel_rarely,No,2,3,1,4,4
1984,39,F,Unknown,3,Unknown,Other, Human Resources ,2,10,8,3,6,9,3,3,15,4492.84,11681.39,53914.11,Part Time,Unknown,No,24,travel_rarely,No,3,4,2,3,1
1971,52,M,Unknown,4,Medical,Other, Research Scientist ,1,17,4,1,2,0,3,3,18,3548.33,9225.67,42580.0,Full Time,No,Yes,19,non-travel,No,4,3,4,1,3
1997,26,M,Single,3,Unknown,Other, Sales Executive ,2,6,4,1,2,6,2,3,17,2385.088,11539.67,53260.0,Part Time,No,Yes,8,non-travel,Yes,4,2,1,3,2
1969,54,F,Divorced,4,Unknown,Other, Manufacturing Director ,2,15,5,1,4,9,4,3,11,4570.83,11884.17,53914.11,Full Time,Yes,Yes,19,non-travel,No,4,3,1,2,3
1986,37,F,Divorced,1,Life Sciences,Other, Research Scientist ,1,6,5,4,3,0,3,3,13,2318.33,6027.67,27820.0,Part Time,Yes,No,10,travel_rarely,No,4,3,1,2,2
1973,50,M,Unknown,3,Unknown, Research & Development , Research Director ,4,16,4,0,3,5,3,3,16,12526.96,38217.83,176390.0,Full Time,Unknown,No,2,travel_rarely,No,3,3,3,4,3
1981,42,F,Married,2,Life Sciences,Other, Manufacturing Director ,2,8,4,0,2,9,4,3,13,3625.222,13134.33,60620.0,Full Time,Unknown,No,1,non-travel,No,4,2,4,4,3
1985,38,M,Unknown,3,Unknown, Research & Development , Healthcare Representative ,2,11,4,1,2,2,3,3,15,5240.0,13624.0,62880.0,Full Time,Unknown,No,12,travel_frequently,No,1,2,1,3,2
1998,25,M,Single,1,Medical,Other, Research Scientist ,1,6,4,0,1,7,3,3,13,2217.204,7418.67,34240.0,Full Time,No,No,2,travel_rarely,No,1,4,1,3,2
1991,32,F,Married,2,Unknown,Other, Research Scientist ,2,9,5,1,3,5,3,3,12,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,8,non-travel,No,3,4,3,3,2
1998,25,M,Unknown,1,Unknown,Other, Sales Executive ,2,5,5,0,3,1,3,3,18,3495.0,9087.0,41940.0,Part Time,Yes,Yes,3,non-travel,No,3,3,1,4,3
1981,42,F,Married,3,Unknown,Other, Laboratory Technician ,2,17,5,1,3,2,1,3,13,4492.84,11681.39,53914.11,Full Time,Yes,Yes,3,non-travel,No,3,4,4,2,2
1990,33,M,Divorced,2,Human Resources,Other, Human Resources ,1,7,4,0,3,3,4,3,11,2342.59,6090.75,28111.13,Part Time,Yes,No,3,non-travel,No,4,3,2,3,4
1994,29,F,Unknown,1,Medical,Other, Laboratory Technician ,1,8,4,0,3,6,5,3,14,2110.0,5486.0,25320.0,Part Time,No,No,7,travel_rarely,No,1,2,4,3,3
1985,38,F,Unknown,3,Unknown,Other, Sales Executive ,2,6,5,1,3,1,1,3,13,4302.616,12276.33,56660.0,Full Time,Yes,Yes,10,non-travel,No,3,3,4,2,3
1978,45,F,Divorced,4,Unknown, Research & Development , Laboratory Technician ,1,8,5,0,2,3,2,3,14,2342.59,6090.75,53914.11,Full Time,No,No,1,travel_rarely,No,4,3,4,4,3
1992,31,F,Unknown,1,Unknown,Other, Manufacturing Director ,2,4,4,0,3,1,1,3,12,4492.84,11681.39,53914.11,Part Time,No,No,1,travel_frequently,No,3,3,1,3,3
2001,22,M,Unknown,1,Life Sciences, Research & Development , Laboratory Technician ,1,4,4,1,1,1,3,3,15,2342.59,6090.75,28111.13,Full Time,Unknown,Yes,8,non-travel,No,2,1,1,1,2
1964,59,F,Unknown,3,Unknown,Other, Manufacturing Director ,4,18,5,4,3,3,4,3,13,11438.33,29739.67,137260.0,Full Time,Unknown,No,2,travel_rarely,No,3,2,4,1,3
1978,45,F,Married,2,Unknown, Sales , Manager ,4,26,9,1,1,3,4,3,13,12783.92,33238.2,53914.11,Full Time,No,No,11,non-travel,No,4,3,4,2,4
1978,45,M,Unknown,4,Unknown,Other, Human Resources ,1,8,6,0,4,1,3,3,16,2443.202,6090.75,28111.13,Part Time,No,Yes,24,travel_rarely,No,2,3,2,1,3
1986,37,F,Unknown,3,Unknown,Other, Healthcare Representative ,2,8,4,0,1,3,3,3,15,3422.5,8898.5,41070.0,Part Time,No,Yes,3,travel_rarely,No,4,3,2,1,2
1997,26,F,Unknown,1,Medical,Other, Research Scientist ,1,5,5,1,3,1,5,3,13,2342.59,6090.75,28111.13,Part Time,No,No,26,non-travel,No,1,2,3,3,3
1997,26,M,Married,2,Medical,Other, Laboratory Technician ,1,6,5,1,3,1,2,3,16,2342.59,6090.75,28111.13,Part Time,No,Yes,1,non-travel,No,1,2,1,1,3
1995,28,M,Married,1,Unknown,Other, Research Scientist ,1,6,5,0,4,0,2,3,17,2342.59,6090.75,28111.13,Part Time,No,Yes,42,non-travel,No,4,2,2,1,1
1999,24,M,Single,3,Medical,Other, Laboratory Technician ,1,6,4,1,2,8,2,4,22,2997.5,7793.5,35970.0,Full Time,No,No,24,non-travel,No,4,3,2,4,3
